bill_id,document_id,document_type,document_size,document_mime,document_desc,url,state_link
1761763,2811892,text,249922,application/pdf,Introduced,https://legiscan.com/US/text/HB3090/id/2811892,https://www.congress.gov/118/bills/hr3090/BILLS-118hr3090ih.pdf
1761796,2803482,text,231525,application/pdf,Introduced,https://legiscan.com/US/text/HB3091/id/2803482,https://www.congress.gov/118/bills/hr3091/BILLS-118hr3091ih.pdf
1761796,2809494,text,234955,application/pdf,Introduced,https://legiscan.com/US/text/HB3091/id/2809494,https://www.congress.gov/118/bills/hr3091/BILLS-118hr3091rh.pdf
1761796,2812832,text,110102,application/pdf,Engrossed,https://legiscan.com/US/text/HB3091/id/2812832,https://www.congress.gov/118/bills/hr3091/BILLS-118hr3091eh.pdf
1761792,2810713,text,250021,application/pdf,Introduced,https://legiscan.com/US/text/HB3092/id/2810713,https://www.congress.gov/118/bills/hr3092/BILLS-118hr3092ih.pdf
1761808,2811811,text,237754,application/pdf,Introduced,https://legiscan.com/US/text/HB3093/id/2811811,https://www.congress.gov/118/bills/hr3093/BILLS-118hr3093ih.pdf
1761776,2812267,text,230990,application/pdf,Introduced,https://legiscan.com/US/text/HB3094/id/2812267,https://www.congress.gov/118/bills/hr3094/BILLS-118hr3094ih.pdf
1761781,2815391,text,236059,application/pdf,Introduced,https://legiscan.com/US/text/HB3095/id/2815391,https://www.congress.gov/118/bills/hr3095/BILLS-118hr3095ih.pdf
1761770,2809056,text,229179,application/pdf,Introduced,https://legiscan.com/US/text/HB3096/id/2809056,https://www.congress.gov/118/bills/hr3096/BILLS-118hr3096ih.pdf
1761752,2815304,text,228664,application/pdf,Introduced,https://legiscan.com/US/text/HB3097/id/2815304,https://www.congress.gov/118/bills/hr3097/BILLS-118hr3097ih.pdf
1761774,2815464,text,230747,application/pdf,Introduced,https://legiscan.com/US/text/HB3098/id/2815464,https://www.congress.gov/118/bills/hr3098/BILLS-118hr3098ih.pdf
1761761,2815212,text,232777,application/pdf,Introduced,https://legiscan.com/US/text/HB3099/id/2815212,https://www.congress.gov/118/bills/hr3099/BILLS-118hr3099ih.pdf
1761761,2827214,text,113742,application/pdf,Engrossed,https://legiscan.com/US/text/HB3099/id/2827214,https://www.congress.gov/118/bills/hr3099/BILLS-118hr3099eh.pdf
1761757,2809275,text,248828,application/pdf,Introduced,https://legiscan.com/US/text/HB3100/id/2809275,https://www.congress.gov/118/bills/hr3100/BILLS-118hr3100ih.pdf
1761783,2830677,text,229427,application/pdf,Introduced,https://legiscan.com/US/text/HB3101/id/2830677,https://www.congress.gov/118/bills/hr3101/BILLS-118hr3101ih.pdf
1761797,2815463,text,229292,application/pdf,Introduced,https://legiscan.com/US/text/HB3102/id/2815463,https://www.congress.gov/118/bills/hr3102/BILLS-118hr3102ih.pdf
1761788,2815461,text,253788,application/pdf,Introduced,https://legiscan.com/US/text/HB3103/id/2815461,https://www.congress.gov/118/bills/hr3103/BILLS-118hr3103ih.pdf
1761803,2815366,text,234163,application/pdf,Introduced,https://legiscan.com/US/text/HB3104/id/2815366,https://www.congress.gov/118/bills/hr3104/BILLS-118hr3104ih.pdf
1761790,2815462,text,238151,application/pdf,Introduced,https://legiscan.com/US/text/HB3105/id/2815462,https://www.congress.gov/118/bills/hr3105/BILLS-118hr3105ih.pdf
1761760,2814964,text,243703,application/pdf,Introduced,https://legiscan.com/US/text/HB3106/id/2814964,https://www.congress.gov/118/bills/hr3106/BILLS-118hr3106ih.pdf
1761798,2814968,text,236681,application/pdf,Introduced,https://legiscan.com/US/text/HB3107/id/2814968,https://www.congress.gov/118/bills/hr3107/BILLS-118hr3107ih.pdf
1761775,2829633,text,273485,application/pdf,Introduced,https://legiscan.com/US/text/HB3108/id/2829633,https://www.congress.gov/118/bills/hr3108/BILLS-118hr3108ih.pdf
1761771,2815310,text,230217,application/pdf,Introduced,https://legiscan.com/US/text/HB3109/id/2815310,https://www.congress.gov/118/bills/hr3109/BILLS-118hr3109ih.pdf
1761805,2815204,text,297583,application/pdf,Introduced,https://legiscan.com/US/text/HB3110/id/2815204,https://www.congress.gov/118/bills/hr3110/BILLS-118hr3110ih.pdf
1761755,2815405,text,248874,application/pdf,Introduced,https://legiscan.com/US/text/HB3111/id/2815405,https://www.congress.gov/118/bills/hr3111/BILLS-118hr3111ih.pdf
1761766,2815129,text,230586,application/pdf,Introduced,https://legiscan.com/US/text/HB3112/id/2815129,https://www.congress.gov/118/bills/hr3112/BILLS-118hr3112ih.pdf
1761806,2829634,text,243287,application/pdf,Introduced,https://legiscan.com/US/text/HB3113/id/2829634,https://www.congress.gov/118/bills/hr3113/BILLS-118hr3113ih.pdf
1761762,2815133,text,228954,application/pdf,Introduced,https://legiscan.com/US/text/HB3114/id/2815133,https://www.congress.gov/118/bills/hr3114/BILLS-118hr3114ih.pdf
1761759,2815007,text,241811,application/pdf,Introduced,https://legiscan.com/US/text/HB3115/id/2815007,https://www.congress.gov/118/bills/hr3115/BILLS-118hr3115ih.pdf
1761750,2815418,text,233989,application/pdf,Introduced,https://legiscan.com/US/text/HB3116/id/2815418,https://www.congress.gov/118/bills/hr3116/BILLS-118hr3116ih.pdf
1761791,2814961,text,234338,application/pdf,Introduced,https://legiscan.com/US/text/HB3117/id/2814961,https://www.congress.gov/118/bills/hr3117/BILLS-118hr3117ih.pdf
1761799,2815439,text,231008,application/pdf,Introduced,https://legiscan.com/US/text/HB3118/id/2815439,https://www.congress.gov/118/bills/hr3118/BILLS-118hr3118ih.pdf
1761789,2815440,text,230711,application/pdf,Introduced,https://legiscan.com/US/text/HB3119/id/2815440,https://www.congress.gov/118/bills/hr3119/BILLS-118hr3119ih.pdf
1761777,2809007,text,248724,application/pdf,Introduced,https://legiscan.com/US/text/HB3120/id/2809007,https://www.congress.gov/118/bills/hr3120/BILLS-118hr3120ih.pdf
1761778,2815114,text,232745,application/pdf,Introduced,https://legiscan.com/US/text/HB3121/id/2815114,https://www.congress.gov/118/bills/hr3121/BILLS-118hr3121ih.pdf
1761794,2815158,text,246292,application/pdf,Introduced,https://legiscan.com/US/text/HB3122/id/2815158,https://www.congress.gov/118/bills/hr3122/BILLS-118hr3122ih.pdf
1761758,2815380,text,228763,application/pdf,Introduced,https://legiscan.com/US/text/HB3123/id/2815380,https://www.congress.gov/118/bills/hr3123/BILLS-118hr3123ih.pdf
1761753,2815115,text,229510,application/pdf,Introduced,https://legiscan.com/US/text/HB3124/id/2815115,https://www.congress.gov/118/bills/hr3124/BILLS-118hr3124ih.pdf
1761787,2815027,text,229825,application/pdf,Introduced,https://legiscan.com/US/text/HB3125/id/2815027,https://www.congress.gov/118/bills/hr3125/BILLS-118hr3125ih.pdf
1761804,2814981,text,228940,application/pdf,Introduced,https://legiscan.com/US/text/HB3126/id/2814981,https://www.congress.gov/118/bills/hr3126/BILLS-118hr3126ih.pdf
1762914,2815441,text,229469,application/pdf,Introduced,https://legiscan.com/US/text/HB3127/id/2815441,https://www.congress.gov/118/bills/hr3127/BILLS-118hr3127ih.pdf
1762927,2815329,text,233509,application/pdf,Introduced,https://legiscan.com/US/text/HB3128/id/2815329,https://www.congress.gov/118/bills/hr3128/BILLS-118hr3128ih.pdf
1762920,2816421,text,418769,application/pdf,Introduced,https://legiscan.com/US/text/HB3129/id/2816421,https://www.congress.gov/118/bills/hr3129/BILLS-118hr3129ih.pdf
1762944,2810158,text,234639,application/pdf,Introduced,https://legiscan.com/US/text/HB3130/id/2810158,https://www.congress.gov/118/bills/hr3130/BILLS-118hr3130ih.pdf
1762911,2814956,text,230850,application/pdf,Introduced,https://legiscan.com/US/text/HB3131/id/2814956,https://www.congress.gov/118/bills/hr3131/BILLS-118hr3131ih.pdf
1762951,2814948,text,238110,application/pdf,Introduced,https://legiscan.com/US/text/HB3132/id/2814948,https://www.congress.gov/118/bills/hr3132/BILLS-118hr3132ih.pdf
1762948,2815431,text,233499,application/pdf,Introduced,https://legiscan.com/US/text/HB3133/id/2815431,https://www.congress.gov/118/bills/hr3133/BILLS-118hr3133ih.pdf
1762908,2811281,text,301063,application/pdf,Introduced,https://legiscan.com/US/text/HB3134/id/2811281,https://www.congress.gov/118/bills/hr3134/BILLS-118hr3134ih.pdf
1762947,2815421,text,247792,application/pdf,Introduced,https://legiscan.com/US/text/HB3135/id/2815421,https://www.congress.gov/118/bills/hr3135/BILLS-118hr3135ih.pdf
1762960,2815459,text,281167,application/pdf,Introduced,https://legiscan.com/US/text/HB3136/id/2815459,https://www.congress.gov/118/bills/hr3136/BILLS-118hr3136ih.pdf
1762923,2815437,text,230514,application/pdf,Introduced,https://legiscan.com/US/text/HB3137/id/2815437,https://www.congress.gov/118/bills/hr3137/BILLS-118hr3137ih.pdf
1762946,2815428,text,235532,application/pdf,Introduced,https://legiscan.com/US/text/HB3138/id/2815428,https://www.congress.gov/118/bills/hr3138/BILLS-118hr3138ih.pdf
1762941,2814975,text,233743,application/pdf,Introduced,https://legiscan.com/US/text/HB3139/id/2814975,https://www.congress.gov/118/bills/hr3139/BILLS-118hr3139ih.pdf
1762917,2815186,text,229287,application/pdf,Introduced,https://legiscan.com/US/text/HB3140/id/2815186,https://www.congress.gov/118/bills/hr3140/BILLS-118hr3140ih.pdf
1762916,2815190,text,238342,application/pdf,Introduced,https://legiscan.com/US/text/HB3141/id/2815190,https://www.congress.gov/118/bills/hr3141/BILLS-118hr3141ih.pdf
1762950,2814994,text,232522,application/pdf,Introduced,https://legiscan.com/US/text/HB3142/id/2814994,https://www.congress.gov/118/bills/hr3142/BILLS-118hr3142ih.pdf
1762930,2815452,text,265056,application/pdf,Introduced,https://legiscan.com/US/text/HB3143/id/2815452,https://www.congress.gov/118/bills/hr3143/BILLS-118hr3143ih.pdf
1762909,2809735,text,245810,application/pdf,Introduced,https://legiscan.com/US/text/HB3144/id/2809735,https://www.congress.gov/118/bills/hr3144/BILLS-118hr3144ih.pdf
1762943,2815313,text,231242,application/pdf,Introduced,https://legiscan.com/US/text/HB3145/id/2815313,https://www.congress.gov/118/bills/hr3145/BILLS-118hr3145ih.pdf
1762921,2814959,text,233643,application/pdf,Introduced,https://legiscan.com/US/text/HB3146/id/2814959,https://www.congress.gov/118/bills/hr3146/BILLS-118hr3146ih.pdf
1762931,2814928,text,240882,application/pdf,Introduced,https://legiscan.com/US/text/HB3147/id/2814928,https://www.congress.gov/118/bills/hr3147/BILLS-118hr3147ih.pdf
1762918,2815191,text,242482,application/pdf,Introduced,https://legiscan.com/US/text/HB3148/id/2815191,https://www.congress.gov/118/bills/hr3148/BILLS-118hr3148ih.pdf
1762938,2809813,text,229410,application/pdf,Introduced,https://legiscan.com/US/text/HB3149/id/2809813,https://www.congress.gov/118/bills/hr3149/BILLS-118hr3149ih.pdf
1762936,2814971,text,232404,application/pdf,Introduced,https://legiscan.com/US/text/HB3150/id/2814971,https://www.congress.gov/118/bills/hr3150/BILLS-118hr3150ih.pdf
1762942,2814976,text,231753,application/pdf,Introduced,https://legiscan.com/US/text/HB3151/id/2814976,https://www.congress.gov/118/bills/hr3151/BILLS-118hr3151ih.pdf
1762957,2814970,text,251392,application/pdf,Introduced,https://legiscan.com/US/text/HB3152/id/2814970,https://www.congress.gov/118/bills/hr3152/BILLS-118hr3152ih.pdf
1762957,2841120,text,126991,application/pdf,Engrossed,https://legiscan.com/US/text/HB3152/id/2841120,https://www.congress.gov/118/bills/hr3152/BILLS-118hr3152eh.pdf
1762926,2814886,text,233666,application/pdf,Introduced,https://legiscan.com/US/text/HB3153/id/2814886,https://www.congress.gov/118/bills/hr3153/BILLS-118hr3153ih.pdf
1762928,2815430,text,245080,application/pdf,Introduced,https://legiscan.com/US/text/HB3154/id/2815430,https://www.congress.gov/118/bills/hr3154/BILLS-118hr3154ih.pdf
1762929,2815162,text,247161,application/pdf,Introduced,https://legiscan.com/US/text/HB3155/id/2815162,https://www.congress.gov/118/bills/hr3155/BILLS-118hr3155ih.pdf
1762962,2814960,text,229093,application/pdf,Introduced,https://legiscan.com/US/text/HB3156/id/2814960,https://www.congress.gov/118/bills/hr3156/BILLS-118hr3156ih.pdf
1762958,2815227,text,230581,application/pdf,Introduced,https://legiscan.com/US/text/HB3157/id/2815227,https://www.congress.gov/118/bills/hr3157/BILLS-118hr3157ih.pdf
1762913,2814999,text,240719,application/pdf,Introduced,https://legiscan.com/US/text/HB3158/id/2814999,https://www.congress.gov/118/bills/hr3158/BILLS-118hr3158ih.pdf
1762925,2809717,text,240474,application/pdf,Introduced,https://legiscan.com/US/text/HB3159/id/2809717,https://www.congress.gov/118/bills/hr3159/BILLS-118hr3159ih.pdf
1762937,2810471,text,248120,application/pdf,Introduced,https://legiscan.com/US/text/HB3160/id/2810471,https://www.congress.gov/118/bills/hr3160/BILLS-118hr3160ih.pdf
1762915,2814990,text,229222,application/pdf,Introduced,https://legiscan.com/US/text/HB3161/id/2814990,https://www.congress.gov/118/bills/hr3161/BILLS-118hr3161ih.pdf
1762910,2815315,text,233370,application/pdf,Introduced,https://legiscan.com/US/text/HB3162/id/2815315,https://www.congress.gov/118/bills/hr3162/BILLS-118hr3162ih.pdf
1762910,2930059,text,219116,application/pdf,Introduced,https://legiscan.com/US/text/HB3162/id/2930059,https://www.congress.gov/118/bills/hr3162/BILLS-118hr3162rh.pdf
1762959,2814950,text,229173,application/pdf,Introduced,https://legiscan.com/US/text/HB3163/id/2814950,https://www.congress.gov/118/bills/hr3163/BILLS-118hr3163ih.pdf
1762955,2815455,text,229131,application/pdf,Introduced,https://legiscan.com/US/text/HB3164/id/2815455,https://www.congress.gov/118/bills/hr3164/BILLS-118hr3164ih.pdf
1762953,2815414,text,232025,application/pdf,Introduced,https://legiscan.com/US/text/HB3165/id/2815414,https://www.congress.gov/118/bills/hr3165/BILLS-118hr3165ih.pdf
1762954,2815458,text,234119,application/pdf,Introduced,https://legiscan.com/US/text/HB3166/id/2815458,https://www.congress.gov/118/bills/hr3166/BILLS-118hr3166ih.pdf
1762945,2815348,text,243161,application/pdf,Introduced,https://legiscan.com/US/text/HB3167/id/2815348,https://www.congress.gov/118/bills/hr3167/BILLS-118hr3167ih.pdf
1762912,2815039,text,248450,application/pdf,Introduced,https://legiscan.com/US/text/HB3168/id/2815039,https://www.congress.gov/118/bills/hr3168/BILLS-118hr3168ih.pdf
1763431,2815861,text,233702,application/pdf,Introduced,https://legiscan.com/US/text/HB3169/id/2815861,https://www.congress.gov/118/bills/hr3169/BILLS-118hr3169ih.pdf
1763449,2815338,text,239730,application/pdf,Introduced,https://legiscan.com/US/text/HB3170/id/2815338,https://www.congress.gov/118/bills/hr3170/BILLS-118hr3170ih.pdf
1763457,2815424,text,230439,application/pdf,Introduced,https://legiscan.com/US/text/HB3171/id/2815424,https://www.congress.gov/118/bills/hr3171/BILLS-118hr3171ih.pdf
1763429,2832918,text,274328,application/pdf,Introduced,https://legiscan.com/US/text/HB3172/id/2832918,https://www.congress.gov/118/bills/hr3172/BILLS-118hr3172ih.pdf
1763438,2815442,text,378528,application/pdf,Introduced,https://legiscan.com/US/text/HB3173/id/2815442,https://www.congress.gov/118/bills/hr3173/BILLS-118hr3173ih.pdf
1763426,2815705,text,251076,application/pdf,Introduced,https://legiscan.com/US/text/HB3174/id/2815705,https://www.congress.gov/118/bills/hr3174/BILLS-118hr3174ih.pdf
1763444,2815726,text,232751,application/pdf,Introduced,https://legiscan.com/US/text/HB3175/id/2815726,https://www.congress.gov/118/bills/hr3175/BILLS-118hr3175ih.pdf
1763452,2815349,text,240561,application/pdf,Introduced,https://legiscan.com/US/text/HB3176/id/2815349,https://www.congress.gov/118/bills/hr3176/BILLS-118hr3176ih.pdf
1763435,2815784,text,229254,application/pdf,Introduced,https://legiscan.com/US/text/HB3177/id/2815784,https://www.congress.gov/118/bills/hr3177/BILLS-118hr3177ih.pdf
1763437,2815401,text,238657,application/pdf,Introduced,https://legiscan.com/US/text/HB3178/id/2815401,https://www.congress.gov/118/bills/hr3178/BILLS-118hr3178ih.pdf
1763434,2815220,text,241817,application/pdf,Introduced,https://legiscan.com/US/text/HB3179/id/2815220,https://www.congress.gov/118/bills/hr3179/BILLS-118hr3179ih.pdf
1763423,2815413,text,256617,application/pdf,Introduced,https://legiscan.com/US/text/HB3180/id/2815413,https://www.congress.gov/118/bills/hr3180/BILLS-118hr3180ih.pdf
1763436,2815457,text,230982,application/pdf,Introduced,https://legiscan.com/US/text/HB3181/id/2815457,https://www.congress.gov/118/bills/hr3181/BILLS-118hr3181ih.pdf
1763421,2815885,text,235713,application/pdf,Introduced,https://legiscan.com/US/text/HB3182/id/2815885,https://www.congress.gov/118/bills/hr3182/BILLS-118hr3182ih.pdf
1763447,2815864,text,233632,application/pdf,Introduced,https://legiscan.com/US/text/HB3183/id/2815864,https://www.congress.gov/118/bills/hr3183/BILLS-118hr3183ih.pdf
1763433,2815787,text,245663,application/pdf,Introduced,https://legiscan.com/US/text/HB3184/id/2815787,https://www.congress.gov/118/bills/hr3184/BILLS-118hr3184ih.pdf
1763427,2814963,text,232583,application/pdf,Introduced,https://legiscan.com/US/text/HB3185/id/2814963,https://www.congress.gov/118/bills/hr3185/BILLS-118hr3185ih.pdf
1763422,2815022,text,229236,application/pdf,Introduced,https://legiscan.com/US/text/HB3186/id/2815022,https://www.congress.gov/118/bills/hr3186/BILLS-118hr3186ih.pdf
1763428,2815426,text,228872,application/pdf,Introduced,https://legiscan.com/US/text/HB3187/id/2815426,https://www.congress.gov/118/bills/hr3187/BILLS-118hr3187ih.pdf
1763451,2815438,text,242449,application/pdf,Introduced,https://legiscan.com/US/text/HB3188/id/2815438,https://www.congress.gov/118/bills/hr3188/BILLS-118hr3188ih.pdf
1763454,2816748,text,235297,application/pdf,Introduced,https://legiscan.com/US/text/HB3189/id/2816748,https://www.congress.gov/118/bills/hr3189/BILLS-118hr3189ih.pdf
1763448,2815398,text,229307,application/pdf,Introduced,https://legiscan.com/US/text/HB3190/id/2815398,https://www.congress.gov/118/bills/hr3190/BILLS-118hr3190ih.pdf
1763453,2815449,text,228828,application/pdf,Introduced,https://legiscan.com/US/text/HB3191/id/2815449,https://www.congress.gov/118/bills/hr3191/BILLS-118hr3191ih.pdf
1763419,2815941,text,234173,application/pdf,Introduced,https://legiscan.com/US/text/HB3192/id/2815941,https://www.congress.gov/118/bills/hr3192/BILLS-118hr3192ih.pdf
1763420,2815752,text,231416,application/pdf,Introduced,https://legiscan.com/US/text/HB3193/id/2815752,https://www.congress.gov/118/bills/hr3193/BILLS-118hr3193ih.pdf
1763442,2824632,text,793560,application/pdf,Introduced,https://legiscan.com/US/text/HB3194/id/2824632,https://www.congress.gov/118/bills/hr3194/BILLS-118hr3194ih.pdf
1763425,2815858,text,231235,application/pdf,Introduced,https://legiscan.com/US/text/HB3195/id/2815858,https://www.congress.gov/118/bills/hr3195/BILLS-118hr3195ih.pdf
1763425,2923703,text,237187,application/pdf,Introduced,https://legiscan.com/US/text/HB3195/id/2923703,https://www.congress.gov/118/bills/hr3195/BILLS-118hr3195rh.pdf
1763425,2991125,text,110833,application/pdf,Engrossed,https://legiscan.com/US/text/HB3195/id/2991125,https://www.congress.gov/118/bills/hr3195/BILLS-118hr3195eh.pdf
1763458,2815706,text,235848,application/pdf,Introduced,https://legiscan.com/US/text/HB3196/id/2815706,https://www.congress.gov/118/bills/hr3196/BILLS-118hr3196ih.pdf
1763439,2815755,text,241783,application/pdf,Introduced,https://legiscan.com/US/text/HB3197/id/2815755,https://www.congress.gov/118/bills/hr3197/BILLS-118hr3197ih.pdf
1763430,2815789,text,229519,application/pdf,Introduced,https://legiscan.com/US/text/HB3198/id/2815789,https://www.congress.gov/118/bills/hr3198/BILLS-118hr3198ih.pdf
1763440,2815862,text,230652,application/pdf,Introduced,https://legiscan.com/US/text/HB3199/id/2815862,https://www.congress.gov/118/bills/hr3199/BILLS-118hr3199ih.pdf
1763432,2815785,text,245116,application/pdf,Introduced,https://legiscan.com/US/text/HB3200/id/2815785,https://www.congress.gov/118/bills/hr3200/BILLS-118hr3200ih.pdf
1763445,2806001,text,231624,application/pdf,Introduced,https://legiscan.com/US/text/HB3201/id/2806001,https://www.congress.gov/118/bills/hr3201/BILLS-118hr3201ih.pdf
1764087,2815185,text,253998,application/pdf,Introduced,https://legiscan.com/US/text/HB3202/id/2815185,https://www.congress.gov/118/bills/hr3202/BILLS-118hr3202ih.pdf
1764087,2931044,text,136440,application/pdf,Engrossed,https://legiscan.com/US/text/HB3202/id/2931044,https://www.congress.gov/118/bills/hr3202/BILLS-118hr3202eh.pdf
1763997,2814974,text,238747,application/pdf,Introduced,https://legiscan.com/US/text/HB3203/id/2814974,https://www.congress.gov/118/bills/hr3203/BILLS-118hr3203ih.pdf
1763997,2835384,text,116863,application/pdf,Engrossed,https://legiscan.com/US/text/HB3203/id/2835384,https://www.congress.gov/118/bills/hr3203/BILLS-118hr3203eh.pdf
1764028,2817118,text,302264,application/pdf,Introduced,https://legiscan.com/US/text/HB3204/id/2817118,https://www.congress.gov/118/bills/hr3204/BILLS-118hr3204ih.pdf
1764067,2816238,text,261344,application/pdf,Introduced,https://legiscan.com/US/text/HB3205/id/2816238,https://www.congress.gov/118/bills/hr3205/BILLS-118hr3205ih.pdf
1763979,2815040,text,230329,application/pdf,Introduced,https://legiscan.com/US/text/HB3206/id/2815040,https://www.congress.gov/118/bills/hr3206/BILLS-118hr3206ih.pdf
1764052,2820444,text,252282,application/pdf,Introduced,https://legiscan.com/US/text/HB3207/id/2820444,https://www.congress.gov/118/bills/hr3207/BILLS-118hr3207ih.pdf
1764022,2815694,text,232807,application/pdf,Introduced,https://legiscan.com/US/text/HB3208/id/2815694,https://www.congress.gov/118/bills/hr3208/BILLS-118hr3208ih.pdf
1764022,2835590,text,218110,application/pdf,Introduced,https://legiscan.com/US/text/HB3208/id/2835590,https://www.congress.gov/118/bills/hr3208/BILLS-118hr3208rh.pdf
1764093,2815891,text,230563,application/pdf,Introduced,https://legiscan.com/US/text/HB3209/id/2815891,https://www.congress.gov/118/bills/hr3209/BILLS-118hr3209ih.pdf
1764093,2852155,text,236598,application/pdf,Introduced,https://legiscan.com/US/text/HB3209/id/2852155,https://www.congress.gov/118/bills/hr3209/BILLS-118hr3209rh.pdf
1763996,2816153,text,233913,application/pdf,Introduced,https://legiscan.com/US/text/HB3210/id/2816153,https://www.congress.gov/118/bills/hr3210/BILLS-118hr3210ih.pdf
1763966,2815738,text,250742,application/pdf,Introduced,https://legiscan.com/US/text/HB3211/id/2815738,https://www.congress.gov/118/bills/hr3211/BILLS-118hr3211ih.pdf
1763992,2816732,text,252287,application/pdf,Introduced,https://legiscan.com/US/text/HB3212/id/2816732,https://www.congress.gov/118/bills/hr3212/BILLS-118hr3212ih.pdf
1764049,2815753,text,231105,application/pdf,Introduced,https://legiscan.com/US/text/HB3213/id/2815753,https://www.congress.gov/118/bills/hr3213/BILLS-118hr3213ih.pdf
1764090,2815745,text,234465,application/pdf,Introduced,https://legiscan.com/US/text/HB3214/id/2815745,https://www.congress.gov/118/bills/hr3214/BILLS-118hr3214ih.pdf
1764092,2815786,text,230819,application/pdf,Introduced,https://legiscan.com/US/text/HB3215/id/2815786,https://www.congress.gov/118/bills/hr3215/BILLS-118hr3215ih.pdf
1764088,2816121,text,253299,application/pdf,Introduced,https://legiscan.com/US/text/HB3216/id/2816121,https://www.congress.gov/118/bills/hr3216/BILLS-118hr3216ih.pdf
1764019,2816729,text,244499,application/pdf,Introduced,https://legiscan.com/US/text/HB3217/id/2816729,https://www.congress.gov/118/bills/hr3217/BILLS-118hr3217ih.pdf
1764098,2815261,text,230998,application/pdf,Introduced,https://legiscan.com/US/text/HB3218/id/2815261,https://www.congress.gov/118/bills/hr3218/BILLS-118hr3218ih.pdf
1763998,2817146,text,236378,application/pdf,Introduced,https://legiscan.com/US/text/HB3219/id/2817146,https://www.congress.gov/118/bills/hr3219/BILLS-118hr3219ih.pdf
1764102,2816882,text,243087,application/pdf,Introduced,https://legiscan.com/US/text/HB3220/id/2816882,https://www.congress.gov/118/bills/hr3220/BILLS-118hr3220ih.pdf
1764078,2816750,text,262550,application/pdf,Introduced,https://legiscan.com/US/text/HB3221/id/2816750,https://www.congress.gov/118/bills/hr3221/BILLS-118hr3221ih.pdf
1763977,2817086,text,230537,application/pdf,Introduced,https://legiscan.com/US/text/HB3222/id/2817086,https://www.congress.gov/118/bills/hr3222/BILLS-118hr3222ih.pdf
1764076,2816805,text,234615,application/pdf,Introduced,https://legiscan.com/US/text/HB3223/id/2816805,https://www.congress.gov/118/bills/hr3223/BILLS-118hr3223ih.pdf
1764043,2816830,text,233144,application/pdf,Introduced,https://legiscan.com/US/text/HB3224/id/2816830,https://www.congress.gov/118/bills/hr3224/BILLS-118hr3224ih.pdf
1764043,2835503,text,215996,application/pdf,Introduced,https://legiscan.com/US/text/HB3224/id/2835503,https://www.congress.gov/118/bills/hr3224/BILLS-118hr3224rh.pdf
1764043,2863092,text,107697,application/pdf,Engrossed,https://legiscan.com/US/text/HB3224/id/2863092,https://www.congress.gov/118/bills/hr3224/BILLS-118hr3224eh.pdf
1764036,2818292,text,347059,application/pdf,Introduced,https://legiscan.com/US/text/HB3225/id/2818292,https://www.congress.gov/118/bills/hr3225/BILLS-118hr3225ih.pdf
1764011,2816443,text,235139,application/pdf,Introduced,https://legiscan.com/US/text/HB3226/id/2816443,https://www.congress.gov/118/bills/hr3226/BILLS-118hr3226ih.pdf
1764011,2839148,text,240656,application/pdf,Introduced,https://legiscan.com/US/text/HB3226/id/2839148,https://www.congress.gov/118/bills/hr3226/BILLS-118hr3226rh.pdf
1764011,2864050,text,199489,application/pdf,Introduced,https://legiscan.com/US/text/HB3226/id/2864050,https://www.congress.gov/118/bills/hr3226/BILLS-118hr3226pcs.pdf
1764011,2863097,text,110462,application/pdf,Engrossed,https://legiscan.com/US/text/HB3226/id/2863097,https://www.congress.gov/118/bills/hr3226/BILLS-118hr3226eh.pdf
1763975,2816373,text,240031,application/pdf,Introduced,https://legiscan.com/US/text/HB3227/id/2816373,https://www.congress.gov/118/bills/hr3227/BILLS-118hr3227ih.pdf
1763983,2816099,text,235629,application/pdf,Introduced,https://legiscan.com/US/text/HB3228/id/2816099,https://www.congress.gov/118/bills/hr3228/BILLS-118hr3228ih.pdf
1763987,2816115,text,229204,application/pdf,Introduced,https://legiscan.com/US/text/HB3229/id/2816115,https://www.congress.gov/118/bills/hr3229/BILLS-118hr3229ih.pdf
1763987,2863688,text,234558,application/pdf,Introduced,https://legiscan.com/US/text/HB3229/id/2863688,https://www.congress.gov/118/bills/hr3229/BILLS-118hr3229rh.pdf
1764089,2815735,text,251090,application/pdf,Introduced,https://legiscan.com/US/text/HB3230/id/2815735,https://www.congress.gov/118/bills/hr3230/BILLS-118hr3230ih.pdf
1764047,2829152,text,232830,application/pdf,Introduced,https://legiscan.com/US/text/HB3231/id/2829152,https://www.congress.gov/118/bills/hr3231/BILLS-118hr3231ih.pdf
1764064,2820538,text,232758,application/pdf,Introduced,https://legiscan.com/US/text/HB3232/id/2820538,https://www.congress.gov/118/bills/hr3232/BILLS-118hr3232ih.pdf
1764101,2816130,text,234321,application/pdf,Introduced,https://legiscan.com/US/text/HB3233/id/2816130,https://www.congress.gov/118/bills/hr3233/BILLS-118hr3233ih.pdf
1764062,2816744,text,240263,application/pdf,Introduced,https://legiscan.com/US/text/HB3234/id/2816744,https://www.congress.gov/118/bills/hr3234/BILLS-118hr3234ih.pdf
1764057,2816432,text,240016,application/pdf,Introduced,https://legiscan.com/US/text/HB3235/id/2816432,https://www.congress.gov/118/bills/hr3235/BILLS-118hr3235ih.pdf
1764003,2816716,text,232482,application/pdf,Introduced,https://legiscan.com/US/text/HB3236/id/2816716,https://www.congress.gov/118/bills/hr3236/BILLS-118hr3236ih.pdf
